order	parent	diameter (m)	volume (L)	area (m^2)	length (m)	height (m)	angle (deg)	azimuth (deg)	zenith (deg)
0	0	0.187	36.9366	1.175	3.095	0	0	156.6	5
1	1	0.0984	23.2244	0.9967	3.421	0.942	38.3	102.8	57.8
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1	1	0.1174	7.6906	0.2613	0.707	1.959	27.1	-42.6	64.3
1	1	0.0331	0.6266	0.0756	0.727	1.695	34.4	10.2	20.2
0	0	0	0	0	0	0	0	0	0
1	1	0.0718	1.2479	0.0826	0.492	2.423	117	166	83.7
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
2	354	0.086	4.8418	0.2267	0.845	3.163	23	56.8	40.4
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	357	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	357	0.0881	8.1823	0.4172	1.717	3.057	148.7	15.6	89.9
3	357	0.0631	1.5715	0.0996	0.503	3.214	173.7	-3.8	97.6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3	357	0.0603	0.7671	0.0592	0.397	3.182	47.2	-84.2	29.9
3	357	0.0743	4.7757	0.2469	1.019	3.17	69.3	-32.5	48.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4	366	0.0695	1.6747	0.1135	0.734	3.723	132.8	8.7	79.1
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
